MODELYEAR,Brands,VEHICLECLASS,ENGINESIZE,CYLINDERS,TRANSMISSION,FUELTYPE,FUELCONSUMPTION_CITY,FUELCONSUMPTION_HWY,FUELCONSUMPTION_COMB,FUELCONSUMPTION_COMB_MPG,CO2EMISSIONS
2014,KIA,MINIVAN,3.5,6,A6,X,13.7,9.9,12,24,276
2014,KIA,SUV_SMALL,2.4,4,A6,X,11.8,8.5,10.3,27,237
2014,KIA,SUV_SMALL,3.3,6,A6,X,12.9,9.5,11.4,25,262
2014,KIA,SUV_SMALL,2.4,4,A6,X,12.3,9.3,11,26,253
2014,KIA,SUV_SMALL,3.3,6,A6,X,13.4,9.9,11.8,24,271
2014,KIA,STATION_WAGON_SMALL,1.6,4,A6,X,9.8,7.9,8.9,32,205
2014,KIA,STATION_WAGON_SMALL,1.6,4,M6,X,9.9,7.8,9,31,207
2014,KIA,STATION_WAGON_SMALL,2,4,A6,X,10.1,7.8,9.1,31,209
2014,KIA,STATION_WAGON_SMALL,2,4,A6,X,9.7,7.8,8.8,32,202
2014,KIA,SUV_SMALL,2.4,4,A6,X,11.4,8.3,10,28,230
2014,KIA,SUV_SMALL,2.4,4,M6,X,12.9,9.3,11.3,25,260
2014,KIA,SUV_SMALL,2,4,A6,X,12.7,9.7,11.4,25,262
2014,KIA,SUV_SMALL,2.4,4,A6,X,12,9.1,10.7,26,246
2014,LAMBORGHINI,TWO-SEATER,6.5,12,A7,Z,22.8,12.9,18.3,15,421
2014,LAMBORGHINI,TWO-SEATER,5.2,10,A6,Z,18,12.8,15.7,18,361
2014,LAMBORGHINI,TWO-SEATER,5.2,10,M6,Z,20.6,13.5,17.4,16,400
2014,LAND ROVER,SUV_SMALL,2,4,AS6,Z,13.5,9.9,11.9,24,274
2014,LAND ROVER,SUV_STANDARD,3,6,AS8,Z,16.3,12.4,14.5,19,334
2014,LAND ROVER,SUV_SMALL,2,4,AS9,Z,11.3,7.9,9.8,29,225
2014,LAND ROVER,SUV_SMALL,2,4,AS9,Z,11.3,7.9,9.8,29,225
2014,LAND ROVER,SUV_STANDARD,5,8,AS8,Z,18,12.2,15.4,18,354
2014,LAND ROVER,SUV_STANDARD,5,8,AS8,Z,17.2,12.5,15.1,19,347
2014,LAND ROVER,SUV_STANDARD,5,8,AS8,E,25,16.9,21.4,13,342
2014,LAND ROVER,SUV_STANDARD,3,6,AS8,Z,14.2,10.2,12.4,23,285
2014,LAND ROVER,SUV_STANDARD,3,6,AS8,Z,14.2,10.2,12.4,23,285
2014,LAND ROVER,SUV_STANDARD,3,6,AS8,E,19.4,14.9,17.4,16,278
2014,LAND ROVER,SUV_STANDARD,5,8,AS8,Z,17.3,12.2,15,19,345
2014,LAND ROVER,SUV_STANDARD,5,8,AS8,Z,16.6,12.3,14.7,19,338
2014,LAND ROVER,SUV_STANDARD,5,8,AS8,E,24,16.6,20.7,14,331
2014,LAND ROVER,SUV_STANDARD,3,6,AS8,Z,14.1,10.1,12.3,23,283
2014,LAND ROVER,SUV_STANDARD,3,6,AS8,Z,14.1,10.1,12.3,23,283
2014,LAND ROVER,SUV_STANDARD,3,6,AS8,E,19.4,14.8,17.3,16,277
2014,LAND ROVER,SUV_STANDARD,5,8,AS8,Z,18,12.2,15.4,18,354
2014,LAND ROVER,SUV_STANDARD,5,8,AS8,Z,17.2,12.5,15.1,19,347
2014,LAND ROVER,SUV_STANDARD,5,8,AS8,E,25,16.9,21.4,13,342
2014,LEXUS,COMPACT,1.8,4,AV,X,5.5,5.8,5.6,50,129
2014,LEXUS,MID_SIZE,2.5,4,AV6,X,5.8,6.2,6,47,138
2014,LEXUS,MID_SIZE,3.5,6,AS6,X,11.3,7.6,9.6,29,221
2014,LEXUS,MID_SIZE,3.5,6,AS8,Z,12.1,8.3,10.4,27,239
2014,LEXUS,MID_SIZE,3.5,6,AS6,Z,12.5,9.1,11,26,253
2014,LEXUS,MID_SIZE,3.5,6,AV8,Z,7.7,7.4,7.6,37,175
2014,LEXUS,SUV_STANDARD,4.6,8,AS6,Z,15.7,11.8,13.9,20,320
2014,LEXUS,COMPACT,2.5,6,AS6,Z,11.2,7.8,9.7,29,223
2014,LEXUS,COMPACT,2.5,6,AS6,Z,11.8,8.7,10.4,27,239
2014,LEXUS,SUBCOMPACT,2.5,6,AS6,Z,11.2,7.8,9.7,29,223
2014,LEXUS,COMPACT,3.5,6,AS8,Z,12.2,8.7,10.6,27,244
2014,LEXUS,COMPACT,3.5,6,AS6,Z,12.5,9.1,11,26,253
2014,LEXUS,SUBCOMPACT,3.5,6,AS6,Z,12.1,8.7,10.6,27,244
2014,LEXUS,SUBCOMPACT,5,8,AS8,Z,14.6,10.1,12.6,22,290
2014,LEXUS,MID_SIZE,4.6,8,AS8,Z,14.5,9.6,12.3,23,283
2014,LEXUS,MID_SIZE,4.6,8,AS8,Z,15.1,10.3,12.9,22,297
2014,LEXUS,MID_SIZE,4.6,8,AS8,Z,15.1,10.3,12.9,22,297
2014,LEXUS,MID_SIZE,5,8,AV8,Z,12,10.7,11.4,25,262
2014,LEXUS,SUV_STANDARD,5.7,8,AS6,Z,18.8,13.6,16.5,17,380
2014,LEXUS,SUV_SMALL,3.5,6,AS6,X,13.3,9.8,11.7,24,269
2014,LEXUS,SUV_SMALL,3.5,6,AS8,X,12.7,9.1,11.1,25,255
2014,LEXUS,SUV_SMALL,3.5,6,AV6,Z,7.9,8.6,8.2,34,189
2014,LINCOLN,FULL_SIZE,3.5,6,AS6,X,13.7,9.4,11.8,24,271
2014,LINCOLN,FULL_SIZE,3.7,6,AS6,X,13.1,9,11.3,25,260
2014,LINCOLN,SUV_STANDARD,3.5,6,AS6,X,14.8,10.4,12.8,22,294
2014,LINCOLN,SPECIAL_PURPOSE_VEHICLE,2,4,AS6,X,11.5,8.5,10.2,28,235
2014,LINCOLN,SPECIAL_PURPOSE_VEHICLE,3.7,6,A6,X,14,9.9,12.2,23,281
2014,LINCOLN,SUV_SMALL,3.7,6,AS6,X,13.7,10.4,12.2,23,281
2014,LINCOLN,MID_SIZE,2,4,AS6,X,10.5,7.1,9,31,207
2014,LINCOLN,MID_SIZE,3.7,6,AS6,X,13.1,9.3,11.4,25,262
2014,LINCOLN,MID_SIZE,2,4,AV,X,6.2,6.4,6.3,45,145
2014,LINCOLN,SUV_STANDARD,5.4,8,A6,X,18.2,13.3,16,18,368
2014,LINCOLN,SUV_STANDARD,5.4,8,A6,E,24.5,18,21.6,13,346
2014,MASERATI,MID_SIZE,3,6,AS8,Z,15.2,9.6,12.7,22,292
2014,MASERATI,MID_SIZE,3,6,AS8,Z,15.2,9.6,12.7,22,292
2014,MASERATI,SUBCOMPACT,4.7,8,AS6,Z,18.2,11.4,15.1,19,347
2014,MASERATI,SUBCOMPACT,4.7,8,AS6,Z,18.2,11.7,15.3,18,352
2014,MASERATI,FULL_SIZE,3.8,8,AS8,Z,17.6,10.7,14.5,19,334
2014,MASERATI,FULL_SIZE,3,6,AS8,Z,15.9,9.7,13.1,22,301
2014,MAZDA,SUV_SMALL,2,4,AS6,X,8.9,7.3,8.2,34,189
2014,MAZDA,SUV_SMALL,2,4,M6,X,9,6.8,8,35,184
2014,MAZDA,SUV_SMALL,2.5,4,AS6,X,9.6,7.4,8.6,33,198
2014,MAZDA,SUV_SMALL,2,4,AS6,X,9.3,7.6,8.5,33,196
2014,MAZDA,SUV_SMALL,2.5,4,AS6,X,9.8,7.9,8.9,32,205
2014,MAZDA,SUV_SMALL,3.7,6,AS6,X,14.2,10,12.3,23,283
2014,MAZDA,SUV_SMALL,3.7,6,AS6,X,14.3,10.6,12.6,22,290
2014,MAZDA,COMPACT,1.5,4,A4,X,8.4,6.9,7.7,37,177
2014,MAZDA,COMPACT,1.5,4,M5,X,8,6.7,7.4,38,170
2014,MAZDA,COMPACT,2,4,AS6,X,7.9,5.7,6.9,41,159
2014,MAZDA,COMPACT,2,4,M6,X,8,5.8,7,40,161
2014,MAZDA,COMPACT,2.5,4,AS6,X,8.4,6.1,7.4,38,170
2014,MAZDA,COMPACT,2.5,4,AS6,X,8.3,6.1,7.3,39,168
2014,MAZDA,COMPACT,2,4,M6,X,8,5.8,7,40,161
2014,MAZDA,MID_SIZE,2,4,AS6,X,8,5.9,7.1,40,163
2014,MAZDA,MID_SIZE,2,4,M6,X,8.2,5.9,7.2,39,166
2014,MAZDA,MID_SIZE,2.5,4,AS6,X,8.7,6.5,7.7,37,177
2014,MAZDA,MID_SIZE,2.5,4,AS6,X,8.2,6.1,7.3,39,168
2014,MAZDA,MID_SIZE,2,4,M6,X,8.2,5.9,7.2,39,166
2014,MAZDA,MINIVAN,2.5,4,AS5,X,10.8,8.4,9.7,29,223
2014,MAZDA,MINIVAN,2.5,4,M6,X,11.1,8.3,9.8,29,225
2014,MAZDA,MID_SIZE,2.5,4,AS6,X,8.8,6.2,7.6,37,175
2014,MAZDA,MID_SIZE,2.5,4,M6,X,9.4,6.4,8.1,35,186
2014,MAZDA,MID_SIZE,2.5,4,AS6,X,8.4,5.9,7.3,39,168
2014,MAZDA,TWO-SEATER,2,4,AS6,Z,11.5,8.5,10.2,28,235
2014,MAZDA,TWO-SEATER,2,4,M5,Z,10.5,8.5,9.6,29,221
2014,MAZDA,TWO-SEATER,2,4,M6,Z,11.1,8.4,9.9,29,228
2014,MERCEDES-BENZ,STATION_WAGON_SMALL,2,4,AS7,Z,9.2,6.6,8,35,184
2014,MERCEDES-BENZ,COMPACT,1.8,4,AS7,Z,10.9,7.5,9.4,30,216
2014,MERCEDES-BENZ,SUBCOMPACT,1.8,4,AS7,Z,11,7.4,9.4,30,216
2014,MERCEDES-BENZ,COMPACT,3.5,6,AS7,Z,12.2,8.5,10.5,27,242
2014,MERCEDES-BENZ,COMPACT,3.5,6,AS7,E,16.4,11.1,14,20,224
2014,MERCEDES-BENZ,COMPACT,3.5,6,AS7,Z,12,8.6,10.5,27,242
2014,MERCEDES-BENZ,COMPACT,3.5,6,AS7,Z,11.9,8.6,10.4,27,239
2014,MERCEDES-BENZ,SUBCOMPACT,3.5,6,AS7,Z,12.1,8.7,10.6,27,244
2014,MERCEDES-BENZ,SUBCOMPACT,3.5,6,AS7,Z,12.1,8.6,10.5,27,242
2014,MERCEDES-BENZ,COMPACT,6.2,8,AS7,Z,17.7,11.9,15.1,19,347
2014,MERCEDES-BENZ,SUBCOMPACT,6.2,8,AS7,Z,17.9,12.2,15.3,18,352
2014,MERCEDES-BENZ,COMPACT,4.7,8,AS7,Z,15.4,10.4,13.2,21,304
2014,MERCEDES-BENZ,COMPACT,5.5,8,AS7,Z,15.4,11,13.4,21,308
2014,MERCEDES-BENZ,COMPACT,2,4,AS7,Z,9.1,6.2,7.8,36,179
2014,MERCEDES-BENZ,COMPACT,2,4,AS7,Z,10.3,7.8,9.2,31,212
2014,MERCEDES-BENZ,COMPACT,4.7,8,AS7,Z,13.3,9.4,11.5,25,264
2014,MERCEDES-BENZ,COMPACT,5.5,8,AS7,Z,15.1,10.7,13.1,22,301
2014,MERCEDES-BENZ,COMPACT,5.5,8,AS7,Z,15.1,10.7,13.1,22,301
2014,MERCEDES-BENZ,MID_SIZE,2.1,4,AS7,D,8.5,5.7,7.2,39,194
2014,MERCEDES-BENZ,MID_SIZE,3.5,6,AS7,Z,11.8,8.2,10.2,28,235
2014,MERCEDES-BENZ,MID_SIZE,3.5,6,AS7,Z,11.6,8.1,10,28,230
2014,MERCEDES-BENZ,SUBCOMPACT,3.5,6,AS7,Z,11.9,8.5,10.4,27,239
2014,MERCEDES-BENZ,STATION_WAGON_MID_SIZE,3.5,6,AS7,Z,12.1,8.6,10.5,27,242
2014,MERCEDES-BENZ,SUBCOMPACT,3.5,6,AS7,Z,12,8.5,10.4,27,239
2014,MERCEDES-BENZ,SUBCOMPACT,3.5,6,AS7,Z,11.9,8.2,10.2,28,235
2014,MERCEDES-BENZ,MID_SIZE,3.5,6,AS7,Z,9.6,7.9,8.8,32,202
2014,MERCEDES-BENZ,MID_SIZE,4.7,8,AS7,Z,13.6,9.1,11.6,24,267
2014,MERCEDES-BENZ,SUBCOMPACT,4.7,8,AS7,Z,13.7,9.3,11.7,24,269
2014,MERCEDES-BENZ,SUBCOMPACT,4.7,8,AS7,Z,13.4,8.9,11.4,25,262
2014,MERCEDES-BENZ,MID_SIZE,5.5,8,AS7,Z,15,10.3,12.9,22,297
2014,MERCEDES-BENZ,STATION_WAGON_MID_SIZE,5.5,8,AS7,Z,15.5,11,13.5,21,310
2014,MERCEDES-BENZ,MID_SIZE,5.5,8,AS7,Z,15,10.3,12.9,22,297
2014,MERCEDES-BENZ,STATION_WAGON_MID_SIZE,5.5,8,AS7,Z,15.5,11,13.5,21,310
2014,MERCEDES-BENZ,SUV_STANDARD,5.5,8,AS7,Z,20,15.9,18.2,16,419
2014,MERCEDES-BENZ,SUV_STANDARD,5.5,8,AS7,Z,19.4,15.7,17.7,16,407
2014,MERCEDES-BENZ,SUV_STANDARD,3,6,AS7,D,13.4,10.2,12,24,324
2014,MERCEDES-BENZ,SUV_STANDARD,4.7,8,AS7,Z,17.1,12.8,15.2,19,350
2014,MERCEDES-BENZ,SUV_STANDARD,4.7,8,AS7,Z,17.6,13.1,15.6,18,359
2014,MERCEDES-BENZ,SUV_STANDARD,5.5,8,AS7,Z,17.7,13.4,15.8,18,363
2014,MERCEDES-BENZ,SUV_SMALL,2.1,4,AS7,D,9.6,7.1,8.5,33,230
2014,MERCEDES-BENZ,SUV_SMALL,3.5,6,AS7,Z,12.6,9.6,11.3,25,260
2014,MERCEDES-BENZ,SUV_STANDARD,3.5,6,AS7,Z,13.4,10.5,12.1,23,278
2014,MERCEDES-BENZ,SUV_STANDARD,3.5,6,AS7,E,17.8,13.8,16,18,256
2014,MERCEDES-BENZ,SUV_STANDARD,3,6,AS7,D,11.8,8.5,10.3,27,278
2014,MERCEDES-BENZ,SUV_STANDARD,4.7,8,AS7,Z,16.2,11.8,14.2,20,327
2014,MERCEDES-BENZ,SUV_STANDARD,5.5,8,AS7,Z,17.2,13.5,15.5,18,356
2014,MERCEDES-BENZ,FULL_SIZE,4.7,8,AS7,Z,14.3,9.5,12.1,23,278
2014,MERCEDES-BENZ,FULL_SIZE,4.7,8,AS7,Z,14.2,9.4,12,24,276
2014,MERCEDES-BENZ,FULL_SIZE,5.5,8,AS7,Z,15.6,10.3,13.2,21,304
2014,MERCEDES-BENZ,TWO-SEATER,4.7,8,AS7,Z,13.4,9.6,11.7,24,269
2014,MERCEDES-BENZ,TWO-SEATER,5.5,8,AS7,Z,14.8,10.2,12.7,22,292
2014,MERCEDES-BENZ,TWO-SEATER,6,8,AS7,Z,16.7,11.2,14.2,20,327
2014,MERCEDES-BENZ,TWO-SEATER,1.8,4,AS7,Z,10.3,7.2,8.9,32,205
2014,MERCEDES-BENZ,TWO-SEATER,1.8,4,M6,Z,10.4,7.3,9,31,207
2014,MERCEDES-BENZ,TWO-SEATER,3.5,6,AS7,Z,11.1,8.1,9.8,29,225
2014,MERCEDES-BENZ,TWO-SEATER,5.5,8,AS7,Z,12.3,8.7,10.7,26,246
2014,MERCEDES-BENZ,TWO-SEATER,6.2,8,AS7,Z,18.7,13.9,16.5,17,380
2014,MERCEDES-BENZ,TWO-SEATER,6.2,8,AS7,Z,18.2,12.6,15.7,18,361
2014,MERCEDES-BENZ,TWO-SEATER,6.2,8,AS7,Z,18.2,12.6,15.7,18,361
2014,MINI,SUBCOMPACT,1.6,4,A6,Z,8.7,6.6,7.8,36,179
2014,MINI,SUBCOMPACT,1.6,4,M6,Z,8.6,6.8,7.8,36,179
2014,MINI,MINICOMPACT,1.6,4,A6,Z,8.7,6.6,7.8,36,179
2014,MINI,MINICOMPACT,1.6,4,M6,Z,8.6,6.8,7.8,36,179
2014,MINI,COMPACT,1.6,4,A6,Z,9.4,7.9,8.7,32,200
2014,MINI,COMPACT,1.6,4,M6,Z,8.6,6.8,7.8,36,179
2014,MINI,TWO-SEATER,1.6,4,A6,Z,8.5,6.6,7.6,37,175
2014,MINI,TWO-SEATER,1.6,4,M6,Z,8,6.4,7.3,39,168
2014,MINI,COMPACT,1.6,4,A6,Z,9.4,7.9,8.7,32,200
2014,MINI,COMPACT,1.6,4,M6,Z,8.6,6.8,7.8,36,179
2014,MINI,TWO-SEATER,1.6,4,A6,Z,8.7,6.6,7.8,36,179
2014,MINI,TWO-SEATER,1.6,4,M6,Z,8.6,6.8,7.8,36,179
2014,MINI,SUBCOMPACT,1.6,4,A6,Z,9.3,7,8.3,34,191
2014,MINI,SUBCOMPACT,1.6,4,M6,Z,9.1,6.7,8,35,184
2014,MINI,MINICOMPACT,1.6,4,A6,Z,9.3,7,8.3,34,191
2014,MINI,MINICOMPACT,1.6,4,M6,Z,9.1,6.7,8,35,184
2014,MINI,COMPACT,1.6,4,A6,Z,10,7.8,9,31,207
2014,MINI,COMPACT,1.6,4,M6,Z,9.3,7.5,8.5,33,196
2014,MINI,TWO-SEATER,1.6,4,A6,Z,9.3,7,8.3,34,191
2014,MINI,TWO-SEATER,1.6,4,M6,Z,9.1,6.7,8,35,184
2014,MINI,COMPACT,1.6,4,A6,Z,10,7.8,9,31,207
2014,MINI,COMPACT,1.6,4,M6,Z,9.3,7.5,8.5,33,196
2014,MINI,TWO-SEATER,1.6,4,A6,Z,9.3,7,8.3,34,191
2014,MINI,TWO-SEATER,1.6,4,M6,Z,9.1,6.7,8,35,184
2014,MINI,SUBCOMPACT,1.6,4,A6,Z,9.3,7,8.3,34,191
2014,MINI,SUBCOMPACT,1.6,4,M6,Z,9.1,6.7,8,35,184
2014,MINI,MINICOMPACT,1.6,4,A6,Z,9.3,7,8.3,34,191
2014,MINI,MINICOMPACT,1.6,4,M6,Z,9.1,6.7,8,35,184
2014,MINI,COMPACT,1.6,4,A6,Z,10,7.8,9,31,207
2014,MINI,COMPACT,1.6,4,M6,Z,9.3,7.5,8.5,33,196
2014,MINI,TWO-SEATER,1.6,4,A6,Z,9.3,7,8.3,34,191
2014,MINI,TWO-SEATER,1.6,4,M6,Z,9.1,6.7,8,35,184
2014,MINI,COMPACT,1.6,4,A6,Z,10,7.8,9,31,207
2014,MINI,COMPACT,1.6,4,M6,Z,9.3,7.5,8.5,33,196
2014,MINI,TWO-SEATER,1.6,4,A6,Z,9.3,7,8.3,34,191
2014,MINI,TWO-SEATER,1.6,4,M6,Z,9.1,6.7,8,35,184
2014,MITSUBISHI,COMPACT,2,4,AV6,X,9.2,7,8.2,34,189
2014,MITSUBISHI,COMPACT,2,4,M5,X,9.6,6.8,8.3,34,191
2014,MITSUBISHI,COMPACT,2.4,4,AV6,X,10.5,8.2,9.5,30,218
2014,MITSUBISHI,COMPACT,2,4,AM6,Z,14.2,10.5,12.5,23,288
2014,MITSUBISHI,COMPACT,2,4,M5,Z,14,10.3,12.3,23,283
2014,MITSUBISHI,COMPACT,2,4,AM6,Z,13.4,9.4,11.6,24,267
2014,MITSUBISHI,STATION_WAGON_SMALL,2,4,AV6,X,9.6,7.3,8.6,33,198
2014,MITSUBISHI,STATION_WAGON_SMALL,2,4,M5,X,9.8,7.1,8.6,33,198
2014,MITSUBISHI,COMPACT,1.2,3,AV,X,6.4,5.4,6,47,138
2014,MITSUBISHI,COMPACT,1.2,3,M5,X,7,5.6,6.4,44,147
2014,MITSUBISHI,SUV_SMALL,2.4,4,AV6,X,9.5,7.5,8.6,33,198
2014,MITSUBISHI,SUV_SMALL,2.4,4,AV6,X,9.9,8.1,9.1,31,209
2014,MITSUBISHI,SUV_SMALL,3,6,AS6,Z,11.5,8.5,10.2,28,235
2014,MITSUBISHI,SUV_SMALL,2,4,AV6,X,9.6,7.6,8.7,32,200
2014,MITSUBISHI,SUV_SMALL,2,4,M5,X,9.9,7.5,8.8,32,202
2014,MITSUBISHI,SUV_SMALL,2,4,AV6,X,9.8,8,9,31,207
2014,NISSAN,TWO-SEATER,3.7,6,AS7,Z,12.6,9.1,11,26,253
2014,NISSAN,TWO-SEATER,3.7,6,M6,Z,13.3,9.3,11.5,25,264
2014,NISSAN,TWO-SEATER,3.7,6,AS7,Z,13,9.5,11.4,25,262
2014,NISSAN,TWO-SEATER,3.7,6,M6,Z,13.5,9.6,11.7,24,269
2014,NISSAN,MID_SIZE,2.5,4,AV,X,8.7,6.2,7.6,37,175
2014,NISSAN,MID_SIZE,3.5,6,AV,X,10.8,7.4,9.3,30,214
2014,NISSAN,SUV_STANDARD,5.6,8,A5,X,19.1,13.4,16.5,17,380
2014,NISSAN,PICKUP_TRUCK_SMALL,2.5,4,A5,X,13.7,10.6,12.3,23,283
2014,NISSAN,PICKUP_TRUCK_SMALL,2.5,4,M5,X,12.2,10.2,11.3,25,260
2014,NISSAN,PICKUP_TRUCK_SMALL,4,6,A5,X,14.7,10.2,12.7,22,292
2014,NISSAN,PICKUP_TRUCK_SMALL,4,6,A5,X,15.7,11.2,13.7,21,315
2014,NISSAN,PICKUP_TRUCK_SMALL,4,6,M6,X,14.8,11,13.1,22,301
2014,NISSAN,SUBCOMPACT,3.8,6,AM6,Z,14.5,10.9,12.9,22,297
2014,NISSAN,STATION_WAGON_SMALL,1.6,4,AV,Z,8.7,7.3,8.1,35,186
2014,NISSAN,STATION_WAGON_SMALL,1.6,4,M6,Z,9.5,7.6,8.6,33,198
2014,NISSAN,STATION_WAGON_SMALL,1.6,4,AV,Z,9.3,7.9,8.7,32,200
2014,NISSAN,MID_SIZE,3.5,6,AV,Z,12.3,9.1,10.9,26,251
2014,NISSAN,SUV_SMALL,3.5,6,AV,X,13.2,10.1,11.8,24,271
2014,NISSAN,SPECIAL_PURPOSE_VEHICLE,2,4,AV,X,10,8.5,9.3,30,214
2014,NISSAN,SUV_SMALL,3.5,6,AV,X,12,8.9,10.6,27,244
2014,NISSAN,SUV_SMALL,3.5,6,AV,X,12.3,9.3,11,26,253
2014,NISSAN,SUV_STANDARD,2.5,4,AV,X,9.1,8.5,8.8,32,202
2014,NISSAN,MINIVAN,3.5,6,AV,X,12.5,9.5,11.1,25,255
2014,NISSAN,SUV_SMALL,2.5,4,AV,X,9.2,7.2,8.3,34,191
2014,NISSAN,SUV_SMALL,2.5,4,AV,X,9.5,7.4,8.6,33,198
2014,NISSAN,MID_SIZE,1.8,4,AV,X,7.8,6,7,40,161
2014,NISSAN,MID_SIZE,1.8,4,M6,X,8.7,6.6,7.8,36,179
2014,NISSAN,PICKUP TRUCK_STANDARD,5.6,8,A5,X,17.9,12.8,15.6,18,359
2014,NISSAN,PICKUP TRUCK_STANDARD,5.6,8,A5,X,19.7,14.3,17.3,16,398
2014,NISSAN,COMPACT,1.6,4,AV,X,7.2,5.8,6.6,43,152
2014,NISSAN,COMPACT,1.6,4,M5,X,8.6,6.5,7.7,37,177
2014,NISSAN,SUV_SMALL,4,6,A5,X,16.1,11.9,14.2,20,327
2014,NISSAN,SUV_SMALL,4,6,M6,X,15.2,11.9,13.7,21,315
2014,PORSCHE,MINICOMPACT,3.4,6,AM7,Z,11.6,8.3,10.1,28,232
2014,PORSCHE,MINICOMPACT,3.4,6,M7,Z,12.5,8.6,10.7,26,246
2014,PORSCHE,MINICOMPACT,3.4,6,AM7,Z,11.8,8.5,10.3,27,237
2014,PORSCHE,MINICOMPACT,3.4,6,M7,Z,12.4,8.6,10.7,26,246
2014,PORSCHE,MINICOMPACT,3.4,6,AM7,Z,12,8.7,10.5,27,242
2014,PORSCHE,MINICOMPACT,3.4,6,M7,Z,12.6,9,11,26,253
2014,PORSCHE,MINICOMPACT,3.8,6,AM7,Z,12.3,8.9,10.8,26,248
2014,PORSCHE,MINICOMPACT,3.8,6,M7,Z,12.8,8.9,11,26,253
2014,PORSCHE,MINICOMPACT,3.8,6,AM7,Z,12.7,9,11,26,253
2014,PORSCHE,MINICOMPACT,3.8,6,M7,Z,12.9,9.1,11.2,25,258
2014,PORSCHE,MINICOMPACT,3.4,6,AM7,Z,11.6,8.3,10.1,28,232
2014,PORSCHE,MINICOMPACT,3.4,6,M7,Z,12.4,8.6,10.7,26,246
2014,PORSCHE,MINICOMPACT,3.8,6,AM7,Z,12.1,8.7,10.6,27,244
2014,PORSCHE,MINICOMPACT,3.8,6,M7,Z,12.6,8.6,10.8,26,248
2014,PORSCHE,MINICOMPACT,3.8,6,AM7,Z,12.4,8.7,10.7,26,246
2014,PORSCHE,MINICOMPACT,3.8,6,M7,Z,12.6,8.8,10.9,26,251
2014,PORSCHE,TWO-SEATER,3.8,6,AM7,Z,16,11.5,14,20,322
2014,PORSCHE,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24,274
2014,PORSCHE,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24,274
2014,PORSCHE,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24,274
2014,PORSCHE,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24,274
2014,PORSCHE,TWO-SEATER,2.7,6,AM7,Z,10.7,7.4,9.2,31,212
2014,PORSCHE,TWO-SEATER,2.7,6,M6,Z,11.5,7.9,9.9,29,228
2014,PORSCHE,TWO-SEATER,3.4,6,AM7,Z,11.3,7.9,9.8,29,225
2014,PORSCHE,TWO-SEATER,3.4,6,M6,Z,11.9,8.6,10.4,27,239
2014,PORSCHE,SUV_STANDARD,3.6,6,A8,Z,13.6,10.1,12,24,276
2014,PORSCHE,SUV_STANDARD,3.6,6,M6,Z,15.8,10.9,13.6,21,313
2014,PORSCHE,SUV_STANDARD,3,6,A8,D,12.2,8.1,10.4,27,281
2014,PORSCHE,SUV_STANDARD,4.8,8,A8,Z,15.9,11.4,13.9,20,320
2014,PORSCHE,SUV_STANDARD,4.8,8,A8,Z,15,10.6,13,22,299
2014,PORSCHE,SUV_STANDARD,3,6,A8,Z,11.8,9.9,10.9,26,251
2014,PORSCHE,SUV_STANDARD,4.8,8,A8,Z,15.9,10.9,13.7,21,315
2014,PORSCHE,TWO-SEATER,2.7,6,AM7,Z,10.7,7.4,9.2,31,212
2014,PORSCHE,TWO-SEATER,2.7,6,M6,Z,11.5,7.9,9.9,29,228
2014,PORSCHE,TWO-SEATER,3.4,6,AM7,Z,11.3,7.9,9.8,29,225
2014,PORSCHE,TWO-SEATER,3.4,6,M6,Z,11.9,8.6,10.4,27,239
2014,PORSCHE,FULL_SIZE,3.6,6,AM7,Z,12.9,8.4,10.9,26,251
2014,PORSCHE,FULL_SIZE,3.6,6,AM7,Z,13.1,8.7,11.1,25,255
2014,PORSCHE,FULL_SIZE,3,6,AM7,Z,13.4,8.8,11.3,25,260
2014,PORSCHE,FULL_SIZE,3,6,AM7,Z,13.7,8.9,11.5,25,264
2014,PORSCHE,FULL_SIZE,4.8,8,AM7,Z,15.1,9.7,12.7,22,292
2014,PORSCHE,FULL_SIZE,3,6,AM7,Z,13.4,8.8,11.3,25,260
2014,PORSCHE,FULL_SIZE,4.8,8,AM7,Z,15.3,9.7,12.8,22,294
2014,PORSCHE,FULL_SIZE,4.8,8,AM7,Z,15.4,9.8,12.9,22,297
2014,RAM,PICKUP TRUCK_STANDARD,5.7,8,A6,X,17.1,12,14.8,19,340
2014,RAM,PICKUP TRUCK_STANDARD,5.7,8,A8,X,15.8,10.9,13.6,21,313
2014,RAM,PICKUP TRUCK_STANDARD,5.7,8,A6,X,17.6,12.7,15.4,18,354
2014,RAM,PICKUP TRUCK_STANDARD,5.7,8,A8,X,16.3,11.5,14.1,20,324
2014,RAM,PICKUP TRUCK_STANDARD,3,6,A8,D,12.1,8.8,10.6,27,286
2014,RAM,PICKUP TRUCK_STANDARD,3.6,6,A8,X,14.6,10.1,12.6,22,290
2014,RAM,PICKUP TRUCK_STANDARD,3.6,6,A8,E,20.5,14.5,17.8,16,285
